8.669027198635764764e-01,3.034685706971881336e-01,2.593562017346506821e-02,2.422811949370695661e-02,2.725731816792376083e-02,4.189279181240451733e-01,4.096170580697786612e-01
3.335315088886889878e-01,6.681246118416735991e-01,7.173034996968205013e-01,7.350179162324130822e-01,8.040493505036873101e-01,1.013683510889009654e-01,5.142824751670171946e-01
9.334985975084172383e-01,5.115758427358784166e-01,1.917510330317213629e-01,7.066918182191487263e-01,4.363797362511120381e-01,5.393342219190985221e-01,7.777853236566734108e-02
7.677760003550776480e-01,4.674386935257016651e-01,7.934175548204093209e-01,8.695845903497892992e-01,1.075915724344900237e-01,2.788544622623084779e-01,2.286814695776979711e-01
4.020310839454829255e-01,1.255953262102880164e-01,1.575055290457239021e-02,8.955527872260949929e-01,8.166796915580849525e-01,8.289682208253990048e-03,1.658261433616450287e-01
4.746504981636789910e-01,5.868928964500695900e-01,9.069151721360884100e-01,6.204679085249192871e-01,5.316485930317723652e-01,2.605019341427898816e-01,5.206261411784747217e-01
3.706253070929863558e-01,3.083989084955258697e-01,1.871932951966814862e-02,6.721550818627463064e-01,6.059056920558003601e-01,1.153870421861200590e-01,7.427469089302493055e-01
5.882818833500602640e-02,2.748199777767554863e-01,2.862589138544622269e-01,7.030703167167605683e-01,9.840751877212979837e-01,5.718491107682293073e-01,1.511428405890141713e-01
7.310711826520713830e-01,5.878213315055246246e-01,8.287540553395601473e-01,1.239068550707204119e-01,2.846118595967221943e-01,6.550919716377406887e-01,4.766279128863397663e-01
9.166544176386338671e-01,9.724383284530286886e-01,6.507592495740507355e-01,4.223275469338971799e-02,9.934747863727733108e-01,6.175409116091825634e-01,4.514415819374685279e-01
8.886091825177895309e-01,4.458337945907087096e-01,2.687028648904312700e-01,2.745710030284738146e-01,6.097242895454895173e-01,5.660260856280607822e-02,2.022829288256228208e-01
1.760816835984801987e-02,5.329882685752642679e-01,6.937504676702735962e-01,2.860418801328267202e-01,1.301936695118368625e-01,3.342656927678663292e-01,8.033333189542224417e-02
6.002226124615723801e-01,6.269806235561523611e-01,4.616071263515181267e-01,6.219454895108801340e-01,9.804993612060359798e-01,7.887832809861134997e-01,8.591284027695179626e-01
8.466338453432233901e-01,1.043889126736410322e-01,9.069566851837219668e-01,6.093893566824091224e-01,1.005881099387047062e-01,4.985550306971269219e-01,9.259651880796079260e-01
3.683447812302406144e-01,8.333301290490950919e-01,2.633726114276052632e-01,9.224777566842035093e-02,9.247578779539941118e-01,8.323538901983140725e-02,5.932523728430948440e-01
8.309797183745902815e-01,9.345536236739803160e-01,7.920663261155194146e-01,3.245775074990571163e-01,1.554535009227476783e-01,5.227305060545028859e-01,7.385658814656892446e-01
7.306974380001540759e-01,5.741782711122991323e-01,5.744372451201760210e-01,9.700742782348094062e-01,7.231937159175121366e-01,7.374155474194973303e-01,4.800492945520448140e-01
5.223025869254207532e-01,7.948117943321805212e-01,7.424971318590022351e-01,4.027306664451243412e-01,2.068171265974428907e-01,9.586493870882298873e-01,2.668504194686637243e-01
5.781394208308875404e-01,9.854582935984556036e-01,2.157671496328696925e-01,1.613957668814824942e-01,9.238527479394958997e-01,1.186662479043985030e-01,1.697061957285086464e-01
6.531675545610201583e-01,2.426305713906192763e-01,2.393196848614653760e-02,5.576346592322516393e-01,1.332928107022595121e-01,4.865339452747585725e-03,7.973986847794948263e-01
2.101772187332684450e-01,2.420181062838178132e-02,8.551800585054699644e-01,7.723724764365180739e-01,7.078810347748952791e-01,2.414173270430102214e-01,9.883534369681510334e-01
1.210837783574392201e-02,8.061524077588289039e-02,4.080022572046172469e-01,6.477778554162867408e-01,3.128157345894684305e-01,3.565786275469304822e-01,1.563107812131788732e-01
3.878225682618671177e-01,2.423766034702978800e-02,5.756977664570669395e-01,3.084621053520220091e-01,7.242653935324043779e-01,7.680990362657569293e-01,7.484189379703450884e-01
9.764791802983396884e-01,9.992197668870888005e-01,6.866741065983714698e-01,6.298568626219670508e-01,8.556090656362541624e-01,2.270531391425885115e-01,1.695382825917816083e-01
8.166595161872907127e-01,1.656332583939679193e-01,3.779740303421056380e-01,7.899839658993347280e-01,5.786473894034180887e-01,6.165300929685838538e-01,4.655009994038316057e-01
8.911227088570060628e-01,4.465718628804552504e-01,5.114794206979126345e-01,8.172876075356489967e-01,1.353047191905799584e-01,4.785989955629292858e-01,3.064228722337967170e-01
8.083147113936715034e-01,8.168618927236408478e-01,9.242411219439000680e-01,1.804372976632553360e-01,7.214126653311466741e-01,2.498095544383212019e-01,3.196810201552213737e-01
8.394835041960220234e-01,3.657070109190997398e-01,3.353201993488202914e-01,4.095072669782073849e-02,6.149412112050857138e-01,5.744314133320969074e-01,6.166177514434899587e-01
6.921243541931400012e-01,1.438767680786600112e-01,6.568149862126076988e-01,5.972099167303730471e-01,9.981233989076272461e-01,3.925171146429989877e-01,9.031736442570947876e-01
